Variable,Coeficiente,Error_Estándar,P_Value,Odds_Ratio,Significativo
P18ST.D: Acuerdo/Desacuerdo: Deberíamos deshacernos de las elecciones y del parlamento y dejar que los expertos tomaran las decisiones por la gente.,0.05518662893146049,0.11389928633042862,0.6280159599839825,1.0567378141224444,False
S7: Raza/Etnia a la que pertenece,-0.047832822756477766,0.11378845428341448,0.6742179390395919,0.9532931426766801,False
S4: Preocupación de quedar sin trabajo dentro de los próximo doce meses,0.0452589691990928,0.11108394463292938,0.6836919480035726,1.0462987839848077,False
S17.B: Mes de nacimiento,-0.04264490376600297,0.10626820899893516,0.6882029247346633,0.9582516011944165,False
S17: Fecha de nacimiento,0.09373770145985191,0.2557442746146027,0.7139703530467307,1.0982716330869935,False
S10: Edad de finalización de estudios - Entrevistado,-0.03400584320992004,0.1193167998025533,0.7756405765794805,0.9665658567738031,False
S17.C: Año de nacimiento,0.059008093336576924,0.271789819286768,0.8281231781578589,1.0607838259859563,False
S24: Apreciación nivel socioeconómico (realizado por el encuestador),-0.00982374990622319,0.1136149207000771,0.9310965274052059,0.9902243455036148,False
S18.A: Estado ocupacional,-0.00779569880039859,0.11374877809956342,0.9453602753908288,0.992234608851915,False
S21A: Edad de finalización de estudios - Jefe de familia,0.0011302868372134185,0.13298849285220696,0.9932187549460405,1.0011309258521146,False
P10STGBS: Se puede confiar en la mayoría de las personas o uno nunca es lo suficientemente cuidadoso en el trato con los demás,0.0002142105081464464,0.12698398164269217,0.9986540414472787,1.0002142334528556,False
S20C: Bienes: Lavarropas/Lavadora,0.0,0.0,,1.0,False
S20D: Bienes: Teléfono celular/móvil/smartphone,0.0,0.0,,1.0,False
S20F: Bienes: Agua caliente de cañería,0.0,0.0,,1.0,False
S20G: Bienes: Alcantarillado/Cloacas,0.0,0.0,,1.0,False
S20H: Bienes: Al menos una comida caliente al día,0.0,0.0,,1.0,False
S20I: Bienes: Agua potable,0.0,0.0,,1.0,False
S20J: Bienes: Conexión a Internet en el hogar,0.0,0.0,,1.0,False
S21B: Nivel de estudios alcanzado - Jefe de familia,0.0,0.0,,1.0,False
S22A: Estado ocupacional del jefe de familia,0.0,0.0,,1.0,False
S22B: Situación ocupacional del jefe de familia anteriormente,0.0,0.0,,1.0,False
S23: Tipo de trabajo que realiza el jefe de familia,0.0,0.0,,1.0,False
S25: Apreciación de la condición de la entrevista,0.0,0.0,,1.0,False
